Title,Link,Date,Source,Summary,Term,LanguageQueried
"Weather Today: देशभर में एक बार फिर एक्टिव हुआ मॉनसून, कई राज्यों में भारी बारिश की चेतावनी - navbharatlive.com",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPNEVIRklrTHU3VHZqelNGNkVteUVlZ3RBNHM3eXRDYzgtWm44eF9Td2FORmRUZUpmQzlHeHpQMHlwd3I5UTZCbjR5UWxBYWM1TmhHbVdQUEhKSTNlbG1nM1BwN2FSYnRlTTVTQWJOZFFhQlUwalhad0VWMjRqaHRLSXBYT2NYaVhHNk1DZ3hFYzNaczctS3BXMklkTUFUNG51dkdnSmdlX21jUkZRaGNHMU95WUhLMmo5aUZDNHpzejhRNFRPLUNuWmZERnpLUjlaemlLc9IB2gFBVV95cUxQUjQ1QnpJaVd2RkVTNXV4dUdGa3FrR1dzRmZ3Y0FIUklMemFaZVc5ZUwxZ21ReGpFV1FJQ2c1ZXZ5Tm54MG1rd3FhbmlQVk1YOXNCQXZkRTc2ZVNoajRnNXh5ZGhrdDZhWFdPVmkzYUpodlc2SHBVX09VRTNQM1M4OEZWWFFDUTY5RGt5Yy1OdThhQUxfMzc1a081eE5DZEdQY000dV84N0o5V0ppV2tYYjJKbXRaazM5eW9ZRTVHNktDaDBCZGFEMG0xZnpUbmNDR09fY0xPYkltZw?oc=5,2025-09-19 07:16:15,navbharatlive.com,"<a href=""https://news.google.com/rss/articles/CBMi1AFBVV95cUxPNEVIRklrTHU3VHZqelNGNkVteUVlZ3RBNHM3eXRDYzgtWm44eF9Td2FORmRUZUpmQzlHeHpQMHlwd3I5UTZCbjR5UWxBYWM1TmhHbVdQUEhKSTNlbG1nM1BwN2FSYnRlTTVTQWJOZFFhQlUwalhad0VWMjRqaHRLSXBYT2NYaVhHNk1DZ3hFYzNaczctS3BXMklkTUFUNG51dkdnSmdlX21jUkZRaGNHMU95WUhLMmo5aUZDNHpzejhRNFRPLUNuWmZERnpLUjlaemlLc9IB2gFBVV95cUxQUjQ1QnpJaVd2RkVTNXV4dUdGa3FrR1dzRmZ3Y0FIUklMemFaZVc5ZUwxZ21ReGpFV1FJQ2c1ZXZ5Tm54MG1rd3FhbmlQVk1YOXNCQXZkRTc2ZVNoajRnNXh5ZGhrdDZhWFdPVmkzYUpodlc2SHBVX09VRTNQM1M4OEZWWFFDUTY5RGt5Yy1OdThhQUxfMzc1a081eE5DZEdQY000dV84N0o5V0ppV2tYYjJKbXRaazM5eW9ZRTVHNktDaDBCZGFEMG0xZnpUbmNDR09fY0xPYkltZw?oc=5"" target=""_blank"">Weather Today: देशभर में एक बार फिर एक्टिव हुआ मॉनसून, कई राज्यों में भारी बारिश की चेतावनी</a>&nbsp;&nbsp;<font color=""#6f6f6f"">navbharatlive.com</font>",Monsoon,hi
"Heavy rainfall to persist over Northeast, Maharashtra; monsoon withdrawal likely in Rajasthan, Punjab, and Gujarat - DD News",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQUmtmbEFQRHNYdWR5YmNiN1hveEdTUjgyTm05eTNLRjNiZWNEejFJbmNlM0JENXhERU5lRV9KU2E3T3Fja2F1NGhmZXpxZFVCb2JTdDlTclR0NVNtZ01sSi1tUmNrQ1NBSElwRkNVc0V6UE9Sc0s5U0MwbnpxVmRMUXNoZ3JtcUd2UXRkenVSbDJDTU5ySnRSMVlZc2xYR0lCUWlvYjBSTXR1d3Y0MEhUTzJEa01yeVVsaEwySkhUVVBzemFjS2tMX2tRaTVvMEtEdFE?oc=5,2025-09-19 02:31:21,DD News,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxQUmtmbEFQRHNYdWR5YmNiN1hveEdTUjgyTm05eTNLRjNiZWNEejFJbmNlM0JENXhERU5lRV9KU2E3T3Fja2F1NGhmZXpxZFVCb2JTdDlTclR0NVNtZ01sSi1tUmNrQ1NBSElwRkNVc0V6UE9Sc0s5U0MwbnpxVmRMUXNoZ3JtcUd2UXRkenVSbDJDTU5ySnRSMVlZc2xYR0lCUWlvYjBSTXR1d3Y0MEhUTzJEa01yeVVsaEwySkhUVVBzemFjS2tMX2tRaTVvMEtEdFE?oc=5"" target=""_blank"">Heavy rainfall to persist over Northeast, Maharashtra; monsoon withdrawal likely in Rajasthan, Punjab, and Gujarat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DD News</font>",Monsoon,en
"Monsoon revives again in Rajasthan, showers likely for 3 days: Udaipur roads submerged after heavy rain; Pr... - Bhaskar English",https://news.google.com/rss/articles/CBMijAJBVV95cUxQamc4VVNwSHgyLUhEa3luc0pPbnFYaHd1R3lHOGJsNFhMNGZ4MVd1bUlsOFBmeWtDVGhxOVpKYnVaLTF0TDQwaks4RXV5WWMtTlYwSkdBcmZwSlFLN3UwNFNfRThocEU2Sk54MEs2U3hNWDNyQ2JhRlZOUDRxbHlsU1QyN3dnODR1WDRqTHZueDN4RVJ4ZEQ2WUpBcFM4aURya285Vy1WM0YzaHdMNmxTMklEOVVDRG1jTENvQ1g0bS01MnF5eG44dGRNMkN3OFliQldSVjVNNkZVUFREajd5SFdDNWlqZzZ2SUJucUo0YzczTXZYOHN0V2RRWUNkNG1hMW1YajJQRE1jdjRG0gGMAkFVX3lxTFBqZzhVU3BIeDItSERreW5zSk9ucVhod3VHeUc4Ymw0WEw0ZngxV3VtSWw4UGZ5a0NUaHE5WkpidVotMXRMNDBqSzhFdXlZYy1OVjBKR0FyZnBKUUs3dTA0U19FOGhwRTZKTngwSzZTeE1YM3JDYmFGVk5QNHFseWxTVDI3d2c4NHVYNGpMdm54M3hFUnhkRDZZSkFwUzhpRHJrbzlXLVYzRjNod0w2bFMySUQ5VUNEbWNMQ29DWDRtLTUycXl4bjh0ZE0yQ3c4WWJCV1JWNU02RlVQVERqN3lIV0M1aWpnNnZJQm5xSjRjNzNNdlg4c3RXZFFZQ2Q0bWExbVhqMlBETWN2NEY?oc=5,2025-09-19 07:18:51,Bhaskar English,"<a href=""https://news.google.com/rss/articles/CBMijAJBVV95cUxQamc4VVNwSHgyLUhEa3luc0pPbnFYaHd1R3lHOGJsNFhMNGZ4MVd1bUlsOFBmeWtDVGhxOVpKYnVaLTF0TDQwaks4RXV5WWMtTlYwSkdBcmZwSlFLN3UwNFNfRThocEU2Sk54MEs2U3hNWDNyQ2JhRlZOUDRxbHlsU1QyN3dnODR1WDRqTHZueDN4RVJ4ZEQ2WUpBcFM4aURya285Vy1WM0YzaHdMNmxTMklEOVVDRG1jTENvQ1g0bS01MnF5eG44dGRNMkN3OFliQldSVjVNNkZVUFREajd5SFdDNWlqZzZ2SUJucUo0YzczTXZYOHN0V2RRWUNkNG1hMW1YajJQRE1jdjRG0gGMAkFVX3lxTFBqZzhVU3BIeDItSERreW5zSk9ucVhod3VHeUc4Ymw0WEw0ZngxV3VtSWw4UGZ5a0NUaHE5WkpidVotMXRMNDBqSzhFdXlZYy1OVjBKR0FyZnBKUUs3dTA0U19FOGhwRTZKTngwSzZTeE1YM3JDYmFGVk5QNHFseWxTVDI3d2c4NHVYNGpMdm54M3hFUnhkRDZZSkFwUzhpRHJrbzlXLVYzRjNod0w2bFMySUQ5VUNEbWNMQ29DWDRtLTUycXl4bjh0ZE0yQ3c4WWJCV1JWNU02RlVQVERqN3lIV0M1aWpnNnZJQm5xSjRjNzNNdlg4c3RXZFFZQ2Q0bWExbVhqMlBETWN2NEY?oc=5"" target=""_blank"">Monsoon revives again in Rajasthan, showers likely for 3 days: Udaipur roads submerged after heavy rain; Pr...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bhaskar English</font>",Monsoon,en
"Monsoon revives again in Rajasthan, showers likely for 3 days: Udaipur roads submerged after heavy rain; Pr... - Bhaskar English",https://news.google.com/rss/articles/CBMihwJBVV95cUxOcUdVSHpGQlNGZTdjYmJUY3ZyR29sdGFqV29NcUQyUWt2akpNSWVVN1F6Z1NNSmVCZFFpX0xwYUhaamtkcmlad0FwWkZQZVZhZ0o1d1dlcUhWOW9MaDdKQ2VUUkdjSmFOb0JsN1J1czl2aC11VTlBcWRKc3JnbUFZc3JxME1XaWxlak1paFpoMElKQzlJdTI0eXQ1WUE3d0NzbHFwdlBNa0VmZmIwY3dma1B3V2cwZXRrNHpUd0dUVmlyaW5ScG5sUUw4X3JwaS1YODlvcTQ2NUhWZWM1SlcwTjh4allDMVpudnA2WXcydlM5aFZQYm9iUmtfbUtzVzlSQ1duUUg0TdIBjAJBVV95cUxQamc4VVNwSHgyLUhEa3luc0pPbnFYaHd1R3lHOGJsNFhMNGZ4MVd1bUlsOFBmeWtDVGhxOVpKYnVaLTF0TDQwaks4RXV5WWMtTlYwSkdBcmZwSlFLN3UwNFNfRThocEU2Sk54MEs2U3hNWDNyQ2JhRlZOUDRxbHlsU1QyN3dnODR1WDRqTHZueDN4RVJ4ZEQ2WUpBcFM4aURya285Vy1WM0YzaHdMNmxTMklEOVVDRG1jTENvQ1g0bS01MnF5eG44dGRNMkN3OFliQldSVjVNNkZVUFREajd5SFdDNWlqZzZ2SUJucUo0YzczTXZYOHN0V2RRWUNkNG1hMW1YajJQRE1jdjRG?oc=5,2025-09-19 07:18:51,Bhaskar English,"<a href=""https://news.google.com/rss/articles/CBMihwJBVV95cUxOcUdVSHpGQlNGZTdjYmJUY3ZyR29sdGFqV29NcUQyUWt2akpNSWVVN1F6Z1NNSmVCZFFpX0xwYUhaamtkcmlad0FwWkZQZVZhZ0o1d1dlcUhWOW9MaDdKQ2VUUkdjSmFOb0JsN1J1czl2aC11VTlBcWRKc3JnbUFZc3JxME1XaWxlak1paFpoMElKQzlJdTI0eXQ1WUE3d0NzbHFwdlBNa0VmZmIwY3dma1B3V2cwZXRrNHpUd0dUVmlyaW5ScG5sUUw4X3JwaS1YODlvcTQ2NUhWZWM1SlcwTjh4allDMVpudnA2WXcydlM5aFZQYm9iUmtfbUtzVzlSQ1duUUg0TdIBjAJBVV95cUxQamc4VVNwSHgyLUhEa3luc0pPbnFYaHd1R3lHOGJsNFhMNGZ4MVd1bUlsOFBmeWtDVGhxOVpKYnVaLTF0TDQwaks4RXV5WWMtTlYwSkdBcmZwSlFLN3UwNFNfRThocEU2Sk54MEs2U3hNWDNyQ2JhRlZOUDRxbHlsU1QyN3dnODR1WDRqTHZueDN4RVJ4ZEQ2WUpBcFM4aURya285Vy1WM0YzaHdMNmxTMklEOVVDRG1jTENvQ1g0bS01MnF5eG44dGRNMkN3OFliQldSVjVNNkZVUFREajd5SFdDNWlqZzZ2SUJucUo0YzczTXZYOHN0V2RRWUNkNG1hMW1YajJQRE1jdjRG?oc=5"" target=""_blank"">Monsoon revives again in Rajasthan, showers likely for 3 days: Udaipur roads submerged after heavy rain; Pr...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bhaskar English</font>",Monsoon,en
