Title,Link,Date,Source,Summary,Term,LanguageQueried
Heavy rainfall forecast across eastern and central India; Delhi to witness wet spell from October 5 - DD News,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPSmdSbjNNazFxWGNZM2lPRExzbENiV3drOU5zVE9vZHk2TVBwcG9ZVV9PQk1tTFJpTWtSdngwLWxJdlhzUktnZTJSNVdHU1VsbkhJR0lUT0k5Q0M0THdHNjBjMkRhWjVaaXI2Sm0zSGJuLWtxNEJSbjdxX0xkSjh6T243N1ZiVXdJdDUxNjJrTzd4WTJzRFZHeTkyYkdvYk1xcmZoUlNoOXRZZndORElqbUJoeHA0bHlqc2VVOHI4VGtGZw?oc=5,2025-10-06 01:52:05,DD News,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxPSmdSbjNNazFxWGNZM2lPRExzbENiV3drOU5zVE9vZHk2TVBwcG9ZVV9PQk1tTFJpTWtSdngwLWxJdlhzUktnZTJSNVdHU1VsbkhJR0lUT0k5Q0M0THdHNjBjMkRhWjVaaXI2Sm0zSGJuLWtxNEJSbjdxX0xkSjh6T243N1ZiVXdJdDUxNjJrTzd4WTJzRFZHeTkyYkdvYk1xcmZoUlNoOXRZZndORElqbUJoeHA0bHlqc2VVOHI4VGtGZw?oc=5"" target=""_blank"">Heavy rainfall forecast across eastern and central India; Delhi to witness wet spell from October 5</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DD News</font>",Monsoon,en
"Heavy rain predicted for 2 days in state; orange, yellow alerts issued - Tribune India",https://news.google.com/rss/articles/CBMisgFBVV95cUxNbDJLWVM4NnBfaDVpRVo3TGVMQUhfOGxwZGZxcl93RHUyR0NsWVB3V0JLYVR1Wk5WbHpiUGJIVFJtT2NIWV85UjVQVXBpbFMxeDViNm5xWlZSYXlER3k2UHdtX19iWE1xNk5ZWm90eFNmM1BKd0h5UkxKTXJsbUN2RmpJOWFLQlZfMVo3eUllc0ZWVWFoNVFJc1F4ZXRxRk1pNmdmeDZZd0NnMEZYM29wQlBR0gG2AUFVX3lxTFBpY2x2RTEzaGFCX0lKQ3Azb2REUU9tVUFXdzhPcE9rTmxvaWlfelpXbFNMOWpGTnpINWJNNDlEcXg4aVFHeG1NVmRUX3dlZXY2eld1TVNoMzJ1Nk1qUVRtVml0cTJTOV9POVhtc1pUUmtZUlFqMWp1WDY0T2VwSkV4Y1pBOFVnZENWN1pEc21CT2x1d29DNUdWeVdTRG91Rzl3TlBZTFc0MkV4Qm5iS0dzRTRnTTl3?oc=5,2025-10-06 02:15:32,Tribune India,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxNbDJLWVM4NnBfaDVpRVo3TGVMQUhfOGxwZGZxcl93RHUyR0NsWVB3V0JLYVR1Wk5WbHpiUGJIVFJtT2NIWV85UjVQVXBpbFMxeDViNm5xWlZSYXlER3k2UHdtX19iWE1xNk5ZWm90eFNmM1BKd0h5UkxKTXJsbUN2RmpJOWFLQlZfMVo3eUllc0ZWVWFoNVFJc1F4ZXRxRk1pNmdmeDZZd0NnMEZYM29wQlBR0gG2AUFVX3lxTFBpY2x2RTEzaGFCX0lKQ3Azb2REUU9tVUFXdzhPcE9rTmxvaWlfelpXbFNMOWpGTnpINWJNNDlEcXg4aVFHeG1NVmRUX3dlZXY2eld1TVNoMzJ1Nk1qUVRtVml0cTJTOV9POVhtc1pUUmtZUlFqMWp1WDY0T2VwSkV4Y1pBOFVnZENWN1pEc21CT2x1d29DNUdWeVdTRG91Rzl3TlBZTFc0MkV4Qm5iS0dzRTRnTTl3?oc=5"" target=""_blank"">Heavy rain predicted for 2 days in state; orange, yellow alerts issued</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tribune India</font>",Monsoon,en
